review,stemmed_review,final_login_verifikasi,final_efisiensi,final_layanan_pengguna,final_responsivitas
ini aplikasi Verifikasi pakai ktp dan foto tapi ujung ujung gak bisa daftar dan gagal verifikasi dan gak bisa masuk sampai saat ini,"['verifikasi', 'pakai', 'ktp', 'foto', 'ujung', 'ujung', 'daftar', 'gagal', 'verifikasi', 'masuk']",1,0,0,0
Aplikasi apaan ini baru install udah pembaruan sistem ga jelas,"['install', 'baru', 'sistem']",0,0,0,1
B1 dulu. Servis TIDAK MEMUASKAN. ALIAS ZONK !!. DAN CENDERUNG PENIPUAN. TANDA TANGAN ITU BUAT PERJAJIAN YG SDH PASTI. KALIAN YG MO DONLOD PIKIR2 DLU. BUAG2 KOTA LHO. GAK USAH MIKIR WAH INI APP MODERN. INI APP TAIK KUCING !!!. Ntar ngerti maksudnya apa.,"['b', 'servis', 'muas', 'alias', 'zonk', 'cenderung', 'tipu', 'tanda', 'tangan', 'perjajian', 'donlod', 'pikir', 'buag', 'kota', 'lho', 'mikir', 'app', 'modern', 'app', 'tahi', 'kucing', 'entar', 'erti', 'maksud']",0,1,0,0
ayo dong segera di perbarui di perbaiki servernya jaringan privynya cpns 2024 segera tutup tgl 6 september nih 😔🥺😭😭😭😭,"['ayo', 'baru', 'baik', 'servernya', 'jaring', 'privynya', 'cpns', 'tutup', 'tanggal', 'september', 'nih']",0,0,0,1
Aplikasi tidak bisa di gunakan,[],0,0,0,1
"Apk lelet banget payah,, Saya mau buat akun baru malah loading lama udah gitu malah gagal terus sudah saya coba ulang-ulang tetep saja seperti itu, padahal koneksi internet bagus dipakai nonton juga di kualitas tinggi lancar bangett gak ada kendala","['apk', 'lelet', 'banget', 'payah', 'akun', 'loading', 'gagal', 'coba', 'ulangulang', 'koneksi', 'internet', 'bagus', 'pakai', 'tonton', 'kualitas', 'lancar', 'banget', 'kendala']",1,0,0,1
kenapa pemeliharaan disaat saat terakhir pendaftaran CPNS?,"['pelihara', 'saat', 'daftar', 'cpns']",0,0,0,1
"Sinyal lancar, buka apk lain juga lancar, giliran di privy lag parah tidak bisa dibuka, loading lama, pembelian materai sering gagal, padahal pembayaran berhasil dan saldo sudah terpotong, tolong diperbaiki","['sinyal', 'lancar', 'buka', 'apk', 'lancar', 'gilir', 'lag', 'parah', 'buka', 'loading', 'beli', 'materai', 'gagal', 'bayar', 'hasil', 'saldo', 'potong', 'tolong', 'baik']",0,1,0,1
Aplikasinya berat banget ngurusin sinyal mulu,"['aplikasi', 'berat', 'banget', 'urus', 'sinyal', 'mulu']",0,0,0,1
"Berat bgt apk dokumen udah di masukin e matrai tiba2 keluar, masuk ga ada history dokumennya tapi e matrai sudah terpakai","['berat', 'banget', 'apk', 'dokumen', 'pasuk', 'e', 'matra', 'masuk', 'history', 'dokumen', 'e', 'matra', 'pakai']",0,1,0,1
"Aplikasi ini sangat baguss, memudahkan saya dalam membeli e-materai dan dapat melakukan tdt digital melalui app ini. Pokoknya rekomen buat semua kalangan.","['bagus', 'mudah', 'beli', 'ematerai', 'tdt', 'digital', 'app', 'pokok', 'rekomen', 'kalang']",0,2,0,0
"E-meterai terpakai tpi dokumen nggak jadi, bubuhkan e-materai gagal tpi tetap terpakai materainnya, hubungi cs susah banget","['emeterai', 'pakai', 'dokumen', 'bubuh', 'ematerai', 'gagal', 'pakai', 'materainnya', 'hubung', 'cs', 'susah', 'banget']",0,1,1,0
"aplikasi tidak mendukung, setiap digunakan selalu buffer.","['dukung', 'buffer']",0,0,0,1
"I’ve tried the verification process from 6am to 4pm and still no progress. While i received the OTP numbers, the app said it’s incorrect. 🙃","['ive', 'tried', 'the', 'verification', 'process', 'from', 'pm', 'and', 'still', 'no', 'progress', 'while', 'i', 'received', 'the', 'otp', 'numbers', 'the', 'app', 'said', 'its', 'incorrect']",1,0,0,0
server down mulu kacau. pdhl lg urgent. salah sedikit gabisa direvisi sampe harus top up pembelian e-materai 3x,"['server', 'down', 'mulu', 'kacau', 'urgent', 'salah', 'enggak bisa', 'revisi', 'top', 'up', 'beli', 'ematerai', 'kali']",0,0,0,1
"Jelek banget apk lu. Lama banget maintenance nya , untuk verifikasi data juga susah...","['jelek', 'banget', 'apk', 'lu', 'banget', 'maintenance', 'nya', 'verifikasi', 'data', 'susah']",1,1,0,1
Mau daftar akun terjadi kesalahan terus GK jelas aplikasi nya,"['daftar', 'akun', 'salah', 'nya']",1,0,0,0
"Mohon di infokan melalui live chat,, email helpdesk,, dan Whatsapp... Apaan udah semua tp KAGA ADA JAWABAN.... Dagul","['mohon', 'info', 'live', 'chat', 'email', 'helpdesk', 'whatsapp', 'kagak', 'dagul']",0,0,1,0
Gak bisa daftar untuk apa.,['daftar'],1,0,0,0
Dari pagi sampe sore lemot..g bs ttd...lwt hp lwt laptop tetap g bisa..jd g bisa ngerjain kerjaan yg lain...battery hp sampe habis nungguin doank..,"['pagi', 'sore', 'lemotg', 'ttdlwt', 'hp', 'laptop', 'bisajd', 'ngerjain', 'kerja', 'lainbattery', 'hp', 'habis', 'tunggu', 'doang']",0,0,0,1
"Baru download mau bikin akun aja udah error.
Another useless apps","['download', 'bikin', 'akun', 'error', 'another', 'useless', 'apps']",0,0,0,1
"Jangan di dowload, GA GUNA",['dowload'],0,1,0,0
Daftar aja gak bisa... App lemah,"['daftar', 'app', 'lemah']",1,0,0,0
Aplikasi sangat berat beli e materai selalu close dengan sendirinya. Hubungi Cs di WA dapat balasan 'Cs di WA tidak dapat dilakukan' Bantuan via email respon sangat lama sampai berjam-jam TIDAK REKOMEN MENGGUNAKAN APLIKASI INI,"['berat', 'beli', 'e', 'materai', 'close', 'hubung', 'cs', 'wa', 'balas', 'cs', 'wa', 'bantu', 'via', 'email', 'respon', 'berjamjam', 'rekomen']",0,1,1,1
"Owh, eror sampek 6 september ya.. Pasti gara gara anu itu..","['oh', 'eror', 'september', 'ya', 'gara', 'gara', 'anu']",0,0,0,1
"Masa beli ematerai disini, ketika akan bubuhi materainya, eror. saya klik mencoba ulang. ternyata menggunakan materai baru. rugi. materai habis dokumenn ga terbubuhi! bingung mau hubungi csnya ga bisa, karna gangguan sampe tanggal 6 september. aplikasi merugikan","['beli', 'ematerai', 'bubuh', 'materainya', 'eror', 'klik', 'coba', 'ulang', 'materai', 'rugi', 'materai', 'habis', 'dokumenn', 'bubuh', 'bingung', 'hubung', 'csnya', 'ganggu', 'tanggal', 'september', 'rugi']",0,1,1,1
"beli e materai tapi gabisa dipakai gasemua orang punya uang, karma its reall.","['beli', 'e', 'materai', 'enggak bisa', 'pakai', 'gasemua', 'orang', 'uang', 'karma', 'its', 'reall']",0,1,0,0
E-materai gak BS ditambahin dokumen gak bisa disave sekalipun bisa yg ke save dokumen sebelum dibubuhi E-materai,"['ematerai', 'ditambahin', 'dokumen', 'disave', 'save', 'dokumen', 'bubuh', 'ematerai']",0,0,0,0
Hati hati pakai aplikasi ini. Matrai nya udah di bubuhin tbtb keluar dan file yang tadi udah di bubuhin gaada di history dan gabisa di buka. Alhasil ilang matrainya. Aplikasi jijiki.,"['hati', 'hati', 'pakai', 'matra', 'nya', 'bubuhin', 'tbtb', 'file', 'bubuhin', 'enggak ada', 'history', 'enggak bisa', 'buka', 'alhasil', 'hilang', 'matra', 'jijik']",0,1,0,0
"Kecewa banget sama privy karena apk ini, bikin aku emosi. Aku tuh cmn butuh e materai doang. Bukan ttd nya juga. Gak guna kapok makek ini. Mending ku kasih bintang. Kalok bisa gak usah deh di kasih bintang. Gak pantes","['kecewa', 'banget', 'apk', 'bikin', 'emosi', 'tuh', 'cuman', 'butuh', 'e', 'materai', 'doang', 'ttd', 'nya', 'kapok', 'makek', 'mending', 'ku', 'kasih', 'bintang', 'kalo', 'deh', 'kasih', 'bintang']",0,1,0,0
Dokumen yang sudah dibubuhi ematerai tidak bisa didownload bersama materainya,"['dokumen', 'bubuh', 'ematerai', 'didownload', 'materainya']",0,1,0,0
Aplikasi lu ngelag,"['lu', 'ngelag']",0,0,0,1
"Banyak syarat daftarnya, malah gak bisa di pake! Pencurian data ini mah","['syarat', 'daftar', 'pakai', 'curi', 'data', 'mah']",1,1,0,0
"Aplikasi yang memberikan kemudahan terhadap kebutuhan tanda tangan kepada dokumen secara resmi, serta dapat menempelkan e-materai dengan mudah. Dan tentunya, memberikan jaminan atas keamanan atas kerahasiaan privasi pengguna.","['mudah', 'butuh', 'tanda', 'tangan', 'dokumen', 'resmi', 'tempel', 'ematerai', 'mudah', 'jamin', 'aman', 'rahasia', 'privasi', 'guna']",0,2,0,0
"Aplikasi bego,jelek,payah semuanya pokoknya download kgk bisa terus. Rugi gw beli E materai. GK recomend buat dipake nih apk gw ngasih tau aja buat yg mau make apk ini mikir dua kali dulu","['begojelekpayah', 'pokok', 'download', 'kgk', 'rugi', 'gue', 'beli', 'e', 'materai', 'recomend', 'pakai', 'nih', 'apk', 'gue', 'asih', 'tau', 'pakai', 'apk', 'mikir', 'kali']",0,1,0,0
"Bagi yang bermasalah saat mendownload, bisa di coba untuk mendownload melalui situs web. Karena saya juga bermasalah saat mendownload file yang sudah ditandatangani dengan aplikasi ini.","['masalah', 'mendownload', 'coba', 'mendownload', 'situs', 'web', 'masalah', 'mendownload', 'file', 'ditandatangani']",0,1,0,0
Apk rusak. Sdh beli ematerai . Saat mau upload dokument . Apk kluar sndri.. apk error. Rusak..,"['apk', 'rusak', 'beli', 'ematerai', 'upload', 'dokument', 'apk', 'apk', 'error', 'rusak']",0,1,0,1
Mantap Privy 👍👍👍,['mantap'],0,2,0,0
"Saya beli 3 matrai yang di pake masi 2 matrai mau di pake yang ke 3 hilang tiba tiba sudah habis gimana si ini apk, ada gua buktinya.","['beli', 'matra', 'pakai', 'matra', 'pakai', 'hilang', 'habis', 'sih', 'apk', 'gua', 'bukti']",0,1,0,0
"gagal terus deteksi livenessnya, di update bukannya makin baik malah makin buruk","['gagal', 'deteksi', 'livenessnya', 'update', 'buruk']",1,0,0,0
kelamaan banyak proses ini itu,['proses'],0,1,0,0
"Tolong dibuat lebih smoot lagi aplikasinya agar user lebih nyaman pakainya tidak patah-patah, terimakasih","['tolong', 'smoot', 'aplikasi', 'user', 'nyaman', 'pakai', 'patahpatah', 'terimakasih']",0,0,0,1
"Aplikasi sangat mudah digunakan, interface mudah dipahami, sangat memudahkan saat penandatanganan dan pembubuhan materai","['mudah', 'interface', 'mudah', 'paham', 'mudah', 'penandatanganan', 'bubuh', 'materai']",0,2,0,0
"Tampilan aplikasi sangat menarik, mudah untuk digunakan oleh masyarakat luas.","['tampil', 'tarik', 'mudah', 'masyarakat', 'luas']",0,2,0,0
"Login password selalu salah, coba forgot password pas submit loading terus ga kelar2. Kacau","['login', 'password', 'salah', 'coba', 'forgot', 'password', 'pas', 'submit', 'loading', 'kelar', 'kacau']",1,0,0,1
"aplikasi aneh banget astaga, bukannya membantu malah mempersulit
mau verifikasi aja diulang beribu kali, padahal tadi udah bisa tapi tetep aja masuk ke halaman awal","['aneh', 'banget', 'astaga', 'bantu', 'sulit', 'verifikasi', 'ulang', 'ibu', 'kali', 'masuk', 'halaman']",1,1,0,0
Tolong udah beberapa kali verifikasi masih aja ngulang kalo kayak gini terus gimana,"['tolong', 'kali', 'verifikasi', 'ngulang', 'kalo', 'kayak']",1,0,0,0
Liveness eror dan masalah kredensial,"['liveness', 'eror', 'kredensial']",1,0,0,0
pengkinian data error mulu.,"['kini', 'data', 'error', 'mulu']",0,0,0,1
"Verifikasi no tlp ga bisa, kusut","['verifikasi', 'no', 'telepon', 'kusut']",1,0,0,0
Ini aplikasi makin hari makin ga jelas. Diminta untk verification pake face tapi gagal terus. Percuma pake ini mending cari yg lain aja,"['verification', 'pakai', 'face', 'gagal', 'pakai', 'mending', 'cari']",1,0,0,0
Bagus. Dan Terpecaya,"['bagus', 'terpecaya']",0,2,0,0
aplikasi goblok verifikasi2 mulu !!! monyet,"['goblok', 'verifikasi', 'mulu', 'monyet']",1,0,0,0
Trying multiple times in liveness to verify my phone number but always failed. Please advise :) i need my e-sign to apply nex card. Thanks,"['trying', 'multiple', 'times', 'liveness', 'verify', 'my', 'phone', 'number', 'but', 'always', 'failed', 'please', 'advise', 'i', 'need', 'my', 'esign', 'apply', 'nex', 'card', 'thanks']",1,0,0,0
"Aplikasi kalo belum ready buat direlease ya jangan direlease, tolol banget","['kalo', 'ready', 'direlease', 'ya', 'direlease', 'tolol', 'banget']",0,1,0,0
"Aplikasi bener"" lambat, padahal dulu pakai ga gini trus tiba"" sering eror :(","['lambat', 'pakai', 'eror']",0,0,0,1
Swafoto kek tai,"['swafoto', 'kayak', 'tahi']",1,0,0,0
Sangat membantu sekali,['bantu'],0,2,0,0
"Selalu minta verifikasi wajah, padahal sudah jelas, twrang dan background polos","['verifikasi', 'wajah', 'twrang', 'background', 'polos']",1,0,0,0
Good job seller,"['good', 'job', 'seller']",0,2,0,0
"APLIKASI TIDAK JELAS, UNTUK KEBUTUHAN TTD PERLU VERIFIKASI KTP, LIVENESS JUGA TIDAK SESUAI!! MAU PINJOL ATAU APLIKASI TTD INI APLIKASI?????","['butuh', 'ttd', 'verifikasi', 'ktp', 'liveness', 'sesuai', 'pinjol', 'ttd']",1,0,0,0
kenapa pas verifikasi wajah kamera tiba²gelap sedangkan di aplikasi kamera normal² aja? aplikasi aneh menyulitkan pengguna,"['pas', 'verifikasi', 'wajah', 'kamera', 'tibagelap', 'kamera', 'normal', 'aneh', 'sulit', 'guna']",1,1,0,0
Verifikasi wajah gagak terus,"['verifikasi', 'wajah', 'gagak']",1,0,0,0
"Ini kenapa ya, padahal di suruh buat sandi pke 8 karakter termasuk simbol, tapi kenapa pas mau login ulang simbolnya gk bisa d pencet","['ya', 'suruh', 'sandi', 'pakai', 'karakter', 'simbol', 'pas', 'login', 'ulang', 'simbol', 'pencet']",1,0,0,0
"Pertama daftar mesti bgt upload ktp?
Kedua udah ngisi materai ke back materainya hilang krn dokumen yg tadi di tempel ga ada history nya","['daftar', 'mesti', 'banget', 'upload', 'ktp', 'ngisi', 'materai', 'back', 'materainya', 'hilang', 'dokumen', 'tempel', 'history', 'nya']",0,1,0,0
"since july update when privy force people to use the app to reverify the user and block the website, ever since then i have been forced 3 times kyc , success and a week later asked kyc again, success and 2 week later asked again, to post the KTP, live detection ans so on, seem they not responsible for our biometrics data.","['since', 'july', 'update', 'when', 'force', 'people', 'use', 'the', 'app', 'reverify', 'the', 'user', 'and', 'block', 'the', 'website', 'ever', 'since', 'then', 'i', 'have', 'been', 'forced', 'times', 'kyc', 'success', 'and', 'a', 'wig', 'later', 'asked', 'kyc', 'again', 'success', 'and', 'wig', 'later', 'asked', 'again', 'post', 'the', 'ktp', 'live', 'detection', 'ans', 'sok', 'on', 'seem', 'they', 'not', 'responsible', 'for', 'our', 'biometrics', 'data']",0,0,0,1
"Gak bisa deteksi wajah. Lapor ke admin, permasalahannya tetep gak selesai2","['deteksi', 'wajah', 'lapor', 'admin', 'masalah', 'selesai']",1,0,1,0
"ngirim email buat ttd, pas di buka gak ada dokumen yang di ttd. yang balas wa aja jelek responnya kaya orang buru buru pulang kerja. saya sih sudah gak percaya.","['kirim', 'email', 'ttd', 'pas', 'buka', 'dokumen', 'ttd', 'balas', 'wa', 'jelek', 'responnya', 'kayak', 'orang', 'buru', 'buru', 'pulang', 'kerja', 'sih', 'percaya']",0,1,1,0
Deteksi liveness gagal terus,"['deteksi', 'liveness', 'gagal']",1,0,0,0
Aplikasi yg GA MEMUDAHKAN SAMA SEKALI!!! ANEH,"['mudah', 'aneh']",0,1,0,0
verifikasi wajah berkali kali gagal trus dan aplikasi lemot banget,"['verifikasi', 'wajah', 'kali', 'kali', 'gagal', 'lot', 'banget']",1,0,0,1
Aplikasi ribet kayak pinjol aja ada verifikasi wajah. Hatihati aja lah,"['ribet', 'kayak', 'pinjol', 'verifikasi', 'wajah', 'hatihati']",0,1,0,0
Aplikasinya terlalu berat loadingnya lama,"['aplikasi', 'berat', 'loadingnya']",0,0,0,1
"Update versi saat scan wajah selalu gagal, sudah mengikuti instruksi namun masih gagal","['update', 'versi', 'scan', 'wajah', 'gagal', 'ikut', 'instruksi', 'gagal']",1,0,0,0
"Seandainya ada sepuluh 🌟 bintangnya, maka saya tak segan-segan untuk memberikan semuanya,, mantap saya suka banget.🤙","['anda', 'puluh', 'bintang', 'segansegan', 'mantap', 'suka', 'banget']",0,2,0,0
Verifikasi wajah yang gagal terus. Padahal sudah mengikuti instruksi,"['verifikasi', 'wajah', 'gagal', 'ikut', 'instruksi']",1,0,0,0
Apk TTD digital yang sangat mudah digunakan dan keamanannya pun sangat terjamin,"['apk', 'ttd', 'digital', 'mudah', 'aman', 'jamin']",0,2,0,0
Coba lebih dioptimalisasikan agar aplikasi tidak terlalu berat,"['coba', 'optimalisasi', 'berat']",0,0,0,1
"tidak bisa logib berkali² ,pdhl udh perbarui id dan password 🥲","['logib', 'kali', 'baru', 'id', 'password']",1,0,0,0
Nih apk bisa baca gak sih? Mau verivikasi KTP aja susahnya minta ampun udh 10 kali lebih ngulang masih tetep gak bisaa🤧,"['nih', 'apk', 'baca', 'sih', 'verivikasi', 'ktp', 'susah', 'ampun', 'kali', 'ngulang']",1,0,0,0
Tidak bisa mendeteksi,['deteksi'],1,0,0,0
"Aplikasi Mudah Di gunakan untuk Meterai Elektronik dan Tanda Tangan Elektronik, Bisa untuk Lamar Kerja dan CPNS. Sangat membantu TOP","['mudah', 'meterai', 'elektronik', 'tanda', 'tangan', 'elektronik', 'lamar', 'kerja', 'cpns', 'bantu', 'top']",0,2,0,0
Privy membantu bisnis manjadi lancar terimakasih privy,"['bantu', 'bisnis', 'manjadi', 'lancar', 'terimakasih']",0,2,0,0
"Jujur ini aplikasinya memudahkan banget buat tanda tanda tangan macem macem dokumen. Jadi hemat waktu banget. Fitur fiturnya lengkap dan user friendly, ada e meterai juga dengan sertifikat kepercayaan yg tinggi. Cuma pas verifikasi wajah sempet mengalami beberapa kendala padahal udah ditempat terang. Tapi akhirnya jadi juga sih. Keren PrivyId.","['jujur', 'aplikasi', 'mudah', 'banget', 'tanda', 'tanda', 'tangan', 'dokumen', 'hemat', 'banget', 'fitur', 'fiturnya', 'lengkap', 'user', 'friendly', 'e', 'meterai', 'sertifikat', 'percaya', 'pas', 'verifikasi', 'wajah', 'alami', 'kendala', 'tempat', 'terang', 'sih', 'keren']",1,2,0,0
"Sejauh ini saya menggunakan privy untuk ttd digital untuk keperluan pribadi cekup aman  dan efisien bisa menghemat waktu kemudian juga paperless karena bisa mendukung gogreen juga. tapi saat saya ingin ttd itu harus menggunakan kode otp yang dikirimkan via whatapps, untuk via whatapss masih ada kendala tidak terkirim kode otpnya, untuk kedepannya supaya bisa ditingkatkan lagi. sukses buat privy","['ttd', 'digital', 'perlu', 'pribadi', 'cekup', 'aman', 'efisien', 'hemat', 'paperless', 'dukung', 'gogreen', 'ttd', 'kode', 'otp', 'kirim', 'via', 'whatapps', 'via', 'whatapss', 'kendala', 'kirim', 'kode', 'otpnya', 'depan', 'tingkat', 'sukses']",1,2,0,0
Tanda tangan online mantap. Bisa ptifacy tanda tangan manatp,"['tanda', 'tangan', 'online', 'mantap', 'ptifacy', 'tanda', 'tangan', 'manatp']",0,2,0,0
apk nya bagus,"['apk', 'nya', 'bagus']",0,2,0,0
"Solusi bagi yg butuh materai elektronik, pelayanan bgus dan ramah","['solusi', 'butuh', 'materai', 'elektronik', 'layan', 'bagus', 'ramah']",0,0,2,0
"Mau login aja setengah taun ga masuk2, masih aja ada yg kerjasama sama merk ini, parah","['login', 'masuk', 'kerjasama', 'merk', 'parah']",1,0,0,0
"Cepat perbaikin sistem nya, kami mau ttd kontrak malah gabisa, lemot amat perbaikin sistem nya","['cepat', 'baik', 'sistem', 'nya', 'ttd', 'kontrak', 'enggak bisa', 'lot', 'baik', 'sistem', 'nya']",0,0,0,1
"Baru nemu aplikasi tanda tangan elektronik Privy ternyata mudah digunakan sangat rekomended sekali,,, makasih saya jadi terbantu","['nemu', 'tanda', 'tangan', 'elektronik', 'mudah', 'rekomended', 'terima kasih', 'bantu']",0,2,0,0
"Mudah digunakan,dengan adanya aplikasi ini semua dokumen digital bisa di tanda tangani. Pekerjaan jadi mudah Contohnya kartu keluarga","['mudah', 'digunakandengan', 'dokumen', 'digital', 'tanda', 'tangan', 'kerja', 'mudah', 'contoh', 'kartu', 'keluarga']",0,2,0,0
"gajelas bgt, verivikasi muka susah, padahal udah indiksi hijau dan pencahayaan cerah tapi ga ke konfirmasi","['enggak jelas', 'banget', 'verivikasi', 'muka', 'susah', 'indiksi', 'hijau', 'cahaya', 'cerah', 'konfirmasi']",1,0,0,0
"Terlalu banyak bug, payah!!","['bug', 'payah']",0,0,0,1
"UX nya busuk pas ttd, apalagi versi baru nya gak jelas","['ux', 'nya', 'busuk', 'pas', 'ttd', 'versi', 'nya']",0,1,0,0
Agak ribet ya,"['ribet', 'ya']",0,1,0,0
Praktis dan efektiv,"['praktis', 'efektiv']",0,2,0,0
Kode OTP tidak terkirim di WA,"['kode', 'otp', 'kirim', 'wa']",1,0,0,0
"Bagai mana ini kak untuk mendownlod file lama sekali padahal sinyal memadahi saya sampai udah berjam"" Tapi tidak kedowonlod juga!!","['kak', 'mendownlod', 'file', 'sinyal', 'padah', 'jam', 'kedowonlod']",0,0,0,1
Kirim kode otp dri pagi higa petang gak afa blasannya... Gimana ni nind...?,"['kirim', 'kode', 'otp', 'pagi', 'higa', 'petang', 'afa', 'blasannya', 'nih', 'nind']",1,0,0,0
"Good job, Alhamdulillah.","['good', 'job', 'alhamdulillah']",0,2,0,0
"Sangat bermanfaat namun, saya memiliki kendala dibagian acc tanda tangan digital mohon bantuannya min","['manfaat', 'milik', 'kendala', 'bagi', 'acc', 'tanda', 'tangan', 'digital', 'mohon', 'bantu', 'min']",0,2,0,0
Gagal mulu registrasi,"['gagal', 'mulu', 'registrasi']",1,0,0,0
"Mantap.. UI nya modern ga kuno.. Lebih baik sih dan lebih bagus 👍 YANG NGASIH RATING JELEK, SELERA KUNO!! PRIMITIF","['mantap', 'ui', 'nya', 'modern', 'kuno', 'sih', 'bagus', 'asih', 'rating', 'jelek', 'selera', 'kuno', 'primitif']",0,2,0,0
"Asw... update bukannya lebih bagus malah jadi ampas, makin ribet, dahlah pindah aja","['asw', 'update', 'bagus', 'ampas', 'ribet', 'dah', 'pindah']",0,1,0,0
Materai saya hilang tidak diganti padahal saya tidak melakukan apa2,"['materai', 'hilang', 'ganti']",0,1,0,0
"aplikasi apasi ini gajelas,jelek,gagal mulu verifikasi","['apas', 'gajelasjelekgagal', 'mulu', 'verifikasi']",1,0,0,0
Sekali beli e-materai belum dipake udah habis,"['beli', 'ematerai', 'pakai', 'habis']",0,1,0,0
Verivikasi wajah sangat lama dan gagal terus. Padahal sinyal internet aman,"['verivikasi', 'wajah', 'gagal', 'sinyal', 'internet', 'aman']",1,0,0,0
Aplikasi bagus buat tanda tangan gk ribet dan bisa dilakuin dimna saja,"['bagus', 'tanda', 'tangan', 'ribet', 'dilakuin', 'dimna']",0,2,0,0
Ga bisa daftar,['daftar'],1,0,0,0
"Knpa aplikasi ini sangat susah melakukan verifikasi wajah nya, aku udah Samapi 20 kali gagal terus","['susah', 'verifikasi', 'wajah', 'nya', 'samapi', 'kali', 'gagal']",1,0,0,0
Bisa membantu sekali aplikasi ini,['bantu'],0,2,0,0
Gak jelas banget verifikasi muka ga terdeteksi,"['banget', 'verifikasi', 'muka', 'deteksi']",1,0,0,0
"ni knp susah amat si verifikasi wajah? padahal muka asli sm ktp sama, udh live chat udh diikuti arahannya, dh dicoba 30x lebih ttp gabisa ni gmn si ah, ribet bgt","['nih', 'susah', 'sih', 'verifikasi', 'wajah', 'muka', 'asli', 'ktp', 'live', 'chat', 'ikut', 'arah', 'dah', 'coba', 'kali', 'enggak bisa', 'nih', 'sih', 'ah', 'ribet', 'banget']",1,1,0,0
an app for supporting the digital transformation,"['an', 'app', 'for', 'supporting', 'the', 'digital', 'transformation']",0,2,0,0
"Baru di update beberapa hari kemudian minta update lagi ,fitur lama di buka","['update', 'update', 'fitur', 'buka']",0,0,0,1
"TIDAK RECOMMENDED. SANGAT BURUK!!!!Setelah di perbaharui, kontrak yang sudah di TTD menghilang semua!!! Padahal itu kontrak penting masalah kerjaan. Sudah komplain lewat DM Instagram dari bulan april tapi sampai skrg akhir bulan mei belum ada kejelasan dari pihak privy!!!!!! BINTANG 0","['recommended', 'buruksetelah', 'baharu', 'kontrak', 'ttd', 'hilang', 'kontrak', 'kerja', 'komplain', 'dm', 'instagram', 'april', 'mei', 'jelas', 'bintang']",0,1,1,0
Worst apps ever!! Not user friendly at all. What the use of signing if I cannot obtain the signed document!! Very stupid!,"['worst', 'apps', 'ever', 'not', 'user', 'friendly', 'at', 'all', 'what', 'the', 'use', 'of', 'signing', 'if', 'i', 'can', 'not', 'obtain', 'the', 'signed', 'document', 'very', 'stupid']",0,1,0,0
Sangat bermanfaat untuk kerja di kantoran.,"['manfaat', 'kerja', 'kantor']",0,2,0,0
"Setelah di update fitur baru nya sangat keren,lebih simpel mantap pokonya, tanda tangan makin mudah thank you privy","['update', 'fitur', 'nya', 'kerenlebih', 'simpel', 'mantap', 'pokok', 'tanda', 'tangan', 'mudah', 'thank', 'you']",0,2,0,0
Terima kasih Privy sudah meberikan akses tanda tangan tanpa batas sekarang tanda tangan digital jadi lebih mudah,"['terima', 'kasih', 'meberikan', 'akses', 'tanda', 'tangan', 'batas', 'tanda', 'tangan', 'digital', 'mudah']",0,2,0,0
"Dengan adanya update terbaru dari privy ini, sangat membantu saya untuk menandatangani dokumen","['update', 'baru', 'bantu', 'menandatangani', 'dokumen']",0,2,0,0
Jadi lebih simpel dan mudah banget tandatangan online pakai aplikasi privy,"['simpel', 'mudah', 'banget', 'tandatangan', 'online', 'pakai']",0,2,0,0
"Aplikasinya makin bagus,user interfacenya mudah dipahami","['aplikasi', 'bagususer', 'interfacenya', 'mudah', 'paham']",0,2,0,0
"Deteksi liveness selalu gagal meskipun pencahayaan melimpah, tolong perbaiki. Terimakasih","['deteksi', 'liveness', 'gagal', 'cahaya', 'limpah', 'tolong', 'baik', 'terimakasih']",1,0,0,0
"Nice update,Akses tanda tangan jadi tanpa batas dengan fitur terbaru Privy personal plan,aktivasi nya juga mudah jadi langsung dapet free trial juga.terus dikembangin apknya","['nice', 'updateakses', 'tanda', 'tangan', 'batas', 'fitur', 'baru', 'personal', 'planaktivasi', 'nya', 'mudah', 'langsung', 'free', 'trial', 'jugaterus', 'dikembangin', 'apknya']",0,2,0,0
"Wih sekarang tanda tangannya jadi unlimited dan tanda tangan jadi lebih mudah, thanks ya privy","['wih', 'tanda', 'tangan', 'unlimited', 'tanda', 'tangan', 'mudah', 'thanks', 'ya']",0,2,0,0
"Aplikasi bagus buat tanda tangan.. jadi tada tangan unlimited, mudah, dan cepet... Bikin berkas jadi ngga ribet sama sekali.. sangat rekomendasi","['bagus', 'tanda', 'tangan', 'tada', 'tangan', 'unlimited', 'mudah', 'cepat', 'bikin', 'berkas', 'ribet', 'rekomendasi']",0,2,0,0
"sumpah, Privy bikin hidup gue lebih gampang menandatangani dokumen, apa lagi kalau udah di kejar deadline, best banget dehh","['sumpah', 'bikin', 'hidup', 'gue', 'gampang', 'menandatangani', 'dokumen', 'kejar', 'deadline', 'best', 'banget', 'deh']",0,2,0,0
"Ada aplikasi Privy, jadi makin mudah buat tanda tangan di banyak dokumen digital","['mudah', 'tanda', 'tangan', 'dokumen', 'digital']",0,2,0,0
