review,stemmed_review,login_verifikasi_1,login_verifikasi_2,login_verifikasi_3,final_login_verifikasi,efisiensi_1,efisiensi_2,efisiensi_3,final_efisiensi,layanan_pengguna_1,layanan_pengguna_2,layanan_pengguna_3,final_layanan_pengguna,responsivitas_1,responsivitas_2,responsivitas_3,final_responsivitas
Aplikasi paling bagus sedunia,"['bagus', 'dunia']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sangat membantu untuk transaksi online,"['bantu', 'transaksi', 'online']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Baru beberapa hari di download, udah minta di update","['download', 'update']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Mantap Memudahkan Pekerjaan,"['mantap', 'mudah', 'kerja']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Jaringan terluas & internet tercepat,"['jaring', 'luas', 'internet', 'cepat']",0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
Mantap...aplikasi yg sangat bagus dan komitmen..mantaaaaaaap.,"['mantapaplikasi', 'bagus', 'komitmenmantaaaaaaap']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Ribet banget gahabis pikir,"['ribet', 'banget', 'gahabis', 'pikir']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Pelayanan n aplikasi ini sangat membantu n respon sangat cepat ..top lah pokoknya...,"['layan', 'n', 'bantu', 'n', 'respon', 'cepat', 'top', 'pokok']",0,0,0,0,0,0,2,0,2,2,2,2,0,0,0,0
"Aplikasi sangat membantu untuk tanda tangan kontrak kerja, bagian informasi juga ramah saat saya ada masalah untuk penggantian nomer tlp, sippp","['bantu', 'tanda', 'tangan', 'kontrak', 'kerja', 'informasi', 'ramah', 'ganti', 'nomer', 'telepon', 'sippp']",0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0
Mudah dan kalau tidak bisa kitaa .. Menanyakan sesuatu respon cepat terimakssih,"['mudah', 'respon', 'cepat', 'terimakssih']",0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0
Aplikasi yang bagus. Rekomendasi untuk digunakan.,"['bagus', 'rekomendasi']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
sudah cukup baik. tingkatkan terus performa nya,"['tingkat', 'performa', 'nya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi cocok untuk menandatangani dokumen,"['cocok', 'menandatangani', 'dokumen']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Sangat berguna untuk membuat tanda tangan digital secara resmi, tingkatkan lagi.. Alhamdulillah terbantu","['guna', 'tanda', 'tangan', 'digital', 'resmi', 'tingkat', 'alhamdulillah', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Good aplication, responnya juga sangat cepat. Membantu memudahkan pekerja khususnya buat WFH cocok banget. Thanks.","['good', 'aplication', 'responnya', 'cepat', 'bantu', 'mudah', 'kerja', 'wfh', 'cocok', 'banget', 'thanks']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"aplikasinya bagus buat tanda tangan digital, cobain guys","['aplikasi', 'bagus', 'tanda', 'tangan', 'digital', 'coba', 'guys']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
tanda tangan jadi lebih mudah,"['tanda', 'tangan', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sangat bagus recommended dan tolong ditingkatkan lagi pelayanannya,"['bagus', 'recommended', 'tolong', 'tingkat', 'layan']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Really recommended apps, tingkatkan terus yaaa..","['really', 'recommended', 'apps', 'tingkat', 'ya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Sangat bagus dalam pelayanan dan juga bagus untuk penyimpanan data pribadi, semoga kedepannya semakin sukses dan amanah","['bagus', 'layan', 'bagus', 'simpan', 'data', 'pribadi', 'moga', 'depan', 'sukses', 'amanah']",0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0
ok juga sangat terbantu,"['ok', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasi yang sangat rekomended, sukses selalu ya!","['rekomended', 'sukses', 'ya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Ok keren sangat membantu,"['ok', 'keren', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Aplikasinya membantu sekali untuk dimasa serang yang serba wfh, jadi gampang ngasi ttd karna apa apa serba online, tidak perlu ketemu langsung.","['aplikasi', 'bantu', 'masa', 'serang', 'serba', 'wfh', 'gampang', 'asih', 'ttd', 'serba', 'online', 'ketemu', 'langsung']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Wah jadi gampang nih bikin tanda tangan, keren....","['gampang', 'nih', 'bikin', 'tanda', 'tangan', 'keren']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasinya keren sangat membantu yang gaptek ...,"['aplikasi', 'keren', 'bantu', 'gaptek']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Mantap sekali apk nya, sangat membantu","['mantap', 'apk', 'nya', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sangat membantu CS nya cepat tanggap. Perthankan,"['bantu', 'cs', 'nya', 'cepat', 'tanggap', 'perthankan']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Kenap mesti perbaruan teruss,"['kenap', 'mesti', 'baru']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Mantab walau agak lama tapi tetep acc terimakasih privyiD sangat membantunya,"['mantab', 'acc', 'terimakasih', 'bantu']",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Akhirnyaaa dgn ada nya apk ini urusan pekerjaan pun bisa terbantu terimakasih privyID,"['akhirnyaaa', 'nya', 'apk', 'urus', 'kerja', 'bantu', 'terimakasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Setelah di coba & tlp costumer servies, akhirnya di coba privyid & pasword, akhirnya mengerti. Tingkatkan terus layanan nya. Bagus & membantu","['coba', 'telepon', 'costumer', 'servies', 'coba', 'pasword', 'erti', 'tingkat', 'layan', 'nya', 'bagus', 'bantu']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Aplikasi yang sangat bagus.. memudahkan pekerjaan kita (khususnya pekerja kantoran), dalam membuat ttd berkas digital di masa pandemik ini (WFH). Dikasih tahu temen, PrivyID itu aplikasi yang sangat bagus. Data pribadi aman.. Terimakasih pertahankan terus kualitasnya👍🏻","['bagus', 'mudah', 'kerja', 'kerja', 'kantor', 'ttd', 'berkas', 'digital', 'pandemik', 'wfh', 'kasih', 'teman', 'bagus', 'data', 'pribadi', 'aman', 'terimakasih', 'tahan', 'kualitas']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
cocok nih buat tanda tangan dokumen,"['cocok', 'nih', 'tanda', 'tangan', 'dokumen']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
bagus dan bermanfaat untuk menjaga keaslian pemilik dokumen . biar dokumen gak di akui orang lain.. nice app bre,"['bagus', 'manfaat', 'jaga', 'asli', 'milik', 'dokumen', 'biar', 'dokumen', 'aku', 'orang', 'nice', 'app', 'bre']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Lumayan nih, membantu banget dah pokoknya, Mudah""an tambah bagus kedepannya","['lumayan', 'nih', 'bantu', 'banget', 'deh', 'pokok', 'mudah', 'bagus', 'depan']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Terimakasih, meringankan saya ttd secara online","['terimakasih', 'ringan', 'ttd', 'online']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Alhamdulillah baru nemu aplikasi bermanfaat kayak gini, Suka pokoknya Tingkatkan terus pokoknya","['alhamdulillah', 'nemu', 'manfaat', 'kayak', 'suka', 'pokok', 'tingkat', 'pokok']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Bagus, semoga terus diinovasi apk ini 👍","['bagus', 'moga', 'inovasi', 'apk']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Bisa multi tanda tangan 👍👍,"['multi', 'tanda', 'tangan']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Pakai aplikasi ini krn di minta sama aplikasi akulaku. Alhamdulillah dimudahkan ya jadi saling bersinergi. Terima kasih,"['pakai', 'alhamdulillah', 'mudah', 'ya', 'sinergi', 'terima', 'kasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sangat puas fast respon. Tanggap dalam mnjelaskan meskipun hanya lewat chat yg tersedia di aplikasi nya ... Mantap,"['puas', 'fast', 'respon', 'tanggap', 'mnjelaskan', 'chat', 'sedia', 'nya', 'mantap']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Memudahkan urusan daiam tanda tangan kontrak kerja,"['mudah', 'urus', 'daiam', 'tanda', 'tangan', 'kontrak', 'kerja']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
sedikit bingung menggunakannya,"['bingung', 'guna']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Aplikasi yang agak susah di mengerti bagi pemula seperti saya. Semoga bisa lebih simple lagi.,"['susah', 'erti', 'mula', 'moga', 'simple']",0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
Kode nya apa tolol. Di isi gak bisa terus,"['kode', 'nya', 'tolol', 'isi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tolong admin saya dobwload tidak bisa terus kenapa ya,"['tolong', 'admin', 'dobwload', 'ya']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Informasi yg semakin cepat dan moderen tanpa harus membuang waktu Semoga tetap jaya dan sukses selalu,"['informasi', 'cepat', 'moderen', 'buang', 'moga', 'jaya', 'sukses']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Bagus dan inovatif,"['bagus', 'inovatif']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Maaf,knpa yah aplikasinya tidak bisa di download","['maafknpa', 'ya', 'aplikasi', 'download']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
kepada pihak privyid. no nik saya kok sudah terdaftar. pdhal saya blm prnh dftar,"['no', 'nik', 'daftar', 'dftar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Saya disuruh menandatangani dokumen, tapi saya tidak menerima privyID & kode pasword?","['suruh', 'menandatangani', 'dokumen', 'terima', 'kode', 'pasword']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aplikasi yang berguna.. terimakasih privyId....,"['guna', 'terimakasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sudah dapet kodenya tpi susah masuk,"['kode', 'susah', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"PrivyId very help me on some of my work, its very great app. I recomended you to use this app","['very', 'help', 'me', 'on', 'some', 'of', 'my', 'work', 'its', 'very', 'great', 'app', 'i', 'recomended', 'you', 'use', 'this', 'app']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"PrivyID apk yang sangat bagus sekali,untuk pekerja seperti saya yang masih WFH ,untuk dokumen berkas dan ttd digital,oke banget","['apk', 'bagus', 'sekaliuntuk', 'kerja', 'wfh', 'dokumen', 'berkas', 'ttd', 'digitaloke', 'banget']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Sangat membantu pekerjaan untuk tanda tangan dokumen secara digital & efisien di mana saja dan kapan saja 24/7, apalagi keadaan sedang pandemi dan WFH (work from home) seperti sekarang. Simpel, sangat user friendly, dan mudah digunakan 👍","['bantu', 'kerja', 'tanda', 'tangan', 'dokumen', 'digital', 'efisien', 'pandemi', 'wfh', 'work', 'from', 'home', 'simpel', 'user', 'friendly', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Susah masuk nya,"['susah', 'masuk', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"aplikasinya mudah digunakan tampilannya simple, dan yang palling penting berguna banget buat sign dokumen dan lain-lain, siplah pokoknya mah.. 👌👌","['aplikasi', 'mudah', 'tampil', 'simple', 'palling', 'guna', 'banget', 'sign', 'dokumen', 'lainlain', 'sip', 'pokok', 'mah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sangat sangat bangus,['bangus'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
this app helping me so much!! recommended,"['this', 'app', 'helping', 'me', 'sok', 'much', 'recommended']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Pertama daftar , di bilang KTP saya udh daftar padahal belum daftar sama sekali, ketika coba klik rest akun dan di minta email malah gx di kirim2 ke email, pakek live chat gx di sambungkan..... Aneh","['daftar', 'bilang', 'ktp', 'daftar', 'daftar', 'coba', 'klik', 'rest', 'akun', 'email', 'kirim', 'email', 'pakai', 'live', 'chat', 'sambung', 'aneh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aplikasinya sangat bermanfaat, sangat memudahkan perkerjaan disaat wfh","['aplikasi', 'manfaat', 'mudah', 'kerja', 'saat', 'wfh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
aplikasi terbaik penanganan keluhan sangat cepat,"['baik', 'tangan', 'keluh', 'cepat']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
mantap...langsung respon dan tuntas permasalahan maksih PrivyID semoga good luck,"['mantaplangsung', 'respon', 'tuntas', 'masalah', 'terima kasih', 'moga', 'good', 'luck']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Aplikasi sangat membantu, sangat mudah menggunakannya untuk ttd digital 👍🏻","['bantu', 'mudah', 'guna', 'ttd', 'digital']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Bagus walaupun agak lag.,"['bagus', 'lag']",0,0,0,0,2,1,2,2,0,0,0,0,1,1,1,1
"Ini kenapa,Nik KTP saya tidak ditemukan terus di dukcapil padahal saya bikin asli ke dukcapil nya..malah dimintain dokumen tambahan KK untuk memastikan saya asli..ehh akhirnya jawabannya NIK anda tidak ditemukan di dukcapil..","['kenapanik', 'ktp', 'temu', 'dukcapil', 'bikin', 'asli', 'dukcapil', 'nyamalah', 'dimintain', 'dokumen', 'tambah', 'kakak', 'asliehh', 'jawab', 'nik', 'temu', 'dukcapil']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aplikasi liveness gagal trs sampe teyeng kepala ana,"['liveness', 'gagal', 'teyeng', 'kepala', 'ana']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
semoga selalu bisa membantu,"['moga', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sangat Mebantu Sekali Aplikasi Ini,['mebantu'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sangat membantu sekali untuk mengirim data² elektronik seperti tanda tangan dll,"['bantu', 'kirim', 'data', 'elektronik', 'tanda', 'tangan', 'dll']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Bagus, datanya tersimpan rapi, account lama tdk digunakan, msh tersimpan rapi. Hanya butuh verifikasi ulang.","['bagus', 'data', 'simpan', 'rapi', 'account', 'simpan', 'rapi', 'butuh', 'verifikasi', 'ulang']",2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Mantapppp dan sangat membantu,"['mantapppp', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Pelayanannya baik dan cepat... Terimakasih sudah membantu... Limit kredit akulaku ku naik 2jt, terimakasih privyid 😉","['layan', 'cepat', 'terimakasih', 'bantu', 'limit', 'kredit', 'ku', 'juta', 'terimakasih']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Sangat membantu dan mempermudah dalam proses tandatangan document,"['bantu', 'mudah', 'proses', 'tandatangan', 'document']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Privy membantu banget kerjaan dokumen jadi lebih Fleksibel 👍👍,"['bantu', 'banget', 'kerja', 'dokumen', 'fleksibel']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"BELUM PERNAH DAFTAR PRIVY TP KTP UDAH TERDAFTAR DI EMAIL LAIN, JD RAGU AMA KREDIBEL APA ENGGAK NI APLIKASI","['daftar', 'ktp', 'daftar', 'email', 'ragu', 'kredibel', 'nih']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Knpa hp sya tidak bisa login di apk padahal sya sdh membuat akunnya sampai sandi apk pun sdh ada masuk di gmail tapi sekali kasih masuk sandi akun PrivyID tdk bisa login, mohon petunjuknya🙏🙏","['hp', 'login', 'apk', 'akun', 'sandi', 'apk', 'masuk', 'gmail', 'kasih', 'masuk', 'sandi', 'akun', 'login', 'mohon', 'tunjuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mantap, proses cepat","['mantap', 'proses', 'cepat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Verifikasi email nya lama,"['verifikasi', 'email', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sangat membantu. Trimakasih id saya telah kembali,"['bantu', 'trimakasih', 'id']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Fast respon, terima kasih atas bantuannya, semoga kedepannya dapat membantu lebih baik kembali","['fast', 'respon', 'terima', 'kasih', 'bantu', 'moga', 'depan', 'bantu']",0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0
"Aplikasinya bagus sekali, sangat bermanfaat, dan inovatif👍🏻","['aplikasi', 'bagus', 'manfaat', 'inovatif']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Bermanfaat untuk WFH seperti ini 👍🏻,"['manfaat', 'wfh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Mau registrasi di App atau web sama aja . Time out terus,"['registrasi', 'app', 'web', 'time', 'out']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Tingkatkan kualitas pelayanan 24 jam,"['tingkat', 'kualitas', 'layan', 'jam']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Aplikasi sampah, masa untuk verifikasi aja susahnya minta ampun, saya cek email saya, masa kagak ada terus,, hmmm cape deeeh🤦","['sampah', 'verifikasi', 'susah', 'ampun', 'cek', 'email', 'kagak', 'hmmm', 'capek', 'deeeh']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Membantu sekali jika tanda tangan online didokumen saya,"['bantu', 'tanda', 'tangan', 'online', 'dokumen']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Kenapa nunggu verifikasi nya lama?tidak bisa login?,"['tunggu', 'verifikasi', 'nya', 'lamatidak', 'login']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ga bisa login,['login'],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"sangat membantu di kondisi pandemi sekarang ini, mantap!","['bantu', 'kondisi', 'pandemi', 'mantap']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"saya mendapatkan pelayanan yang begitu baik dengan petugas chat di aplikasi ini dalam membenarkan ID , paswor dan identitas saya..","['layan', 'tugas', 'chat', 'benar', 'id', 'paswor', 'identitas']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Sangat membantu saya,['bantu'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Cepat dan tanggap pelayanan.. Terjamin rahasia nya,"['cepat', 'tanggap', 'layan', 'jamin', 'rahasia', 'nya']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"untuk yg susah Daftar, Chat Admin aja ya gaess.. Pasti langsung dibantu aktivasi kok.. tkss","['susah', 'daftar', 'chat', 'admin', 'ya', 'gaess', 'langsung', 'bantu', 'aktivasi', 'tkss']",1,2,1,1,0,0,0,0,2,2,2,2,0,0,0,0
"Susah ah,tidak dapat password","['susah', 'ahtidak', 'password']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Alhamdulillah akhirny bsa juga terima ksh tim succes privy id sudah membantu dn menolong saya menanganiny sukses slalu sesuai namany, 🙏🙏🙏👍👍maju terus pelayananny bagus ramah bertanggungjawab dlm menangani","['alhamdulillah', 'akhirny', 'terima', 'kasih', 'tim', 'succes', 'id', 'bantu', 'tolong', 'menanganiny', 'sukses', 'sesuai', 'nama', 'maju', 'pelayananny', 'bagus', 'ramah', 'bertanggungjawab', 'tangan']",0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0
Good Application.. Sangat rekomend dan bagus untuk di gunakan. Success selalu. Semoga pelayanannya semakin mementingkan kelayakan bereama.,"['good', 'application', 'rekomend', 'bagus', 'success', 'moga', 'layan', 'penting', 'layak', 'bereama']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi lemoot muter aja,"['lemoot', 'muter']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Perpeck sangat membantu Pelayanan constumer nya juga sangat baik...,"['perpeck', 'bantu', 'layan', 'constumer', 'nya']",0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0
Livechat tp g bisa masuk,"['livechat', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Terimakasih telah mambantu,"['terimakasih', 'mambantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"sangat bermanfaat, membantu orang-orang wfh👌🏻","['manfaat', 'bantu', 'orangorang', 'wfh']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Sangat membantu untuk penyimpanan data pribadi.,"['bantu', 'simpan', 'data', 'pribadi']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Bagus untuk kedepanx,"['bagus', 'kedepanx']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Kenapa format no Hp kok salah mulu, pada hal sudah benar","['format', 'no', 'hp', 'salah', 'mulu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pelayanan ramah, fast response","['layan', 'ramah', 'fast', 'response']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Memiliki dokumen penting terkadang menyulitkan dalam hal penyimpanan dan perawatan. Terkena air, terlipat dan menguning dimakan waktu resiko menggunakan kertas sebagai media kontrak penting. Dengan aplikasi ini semu jauh lebih mudah","['milik', 'dokumen', 'terkadang', 'sulit', 'simpan', 'awat', 'kena', 'air', 'lipat', 'kuning', 'makan', 'resiko', 'kertas', 'media', 'kontrak', 'semu', 'mudah']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Layanan bagus, respon CS nya sangat cepat dan tepat","['layan', 'bagus', 'respon', 'cs', 'nya', 'cepat']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Ramah layanan nya,"['ramah', 'layan', 'nya']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Tidak bisa login. Eror terus,"['login', 'eror']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Susah login belum terdaftar Belum otp lemot proses nya lama ini gimana ya,"['susah', 'login', 'daftar', 'otp', 'lot', 'proses', 'nya', 'ya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mohon maaf min ko ga bisa terus ya udah teruduh tapi ga bisa,"['mohon', 'maaf', 'min', 'ya', 'uduh']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Sangat bagus dan respont cepat. Trimakasih PrivyID sangat membantu kebutuhan pribadi saya. Aman terpercaya.. 🙏🙏🙏,"['bagus', 'respont', 'cepat', 'trimakasih', 'bantu', 'butuh', 'pribadi', 'aman', 'percaya']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
Lelet! Gk bsa tanda tangan..berat angkat halamannya! Klw bukan krn kantor pake males daaah Kenapa lemot banget server kalian buat buka dokumen dari apps android d hape samsung a51,"['lelet', 'tanda', 'tanganberat', 'angkat', 'halaman', 'kantor', 'pakai', 'malas', 'dah', 'lot', 'banget', 'server', 'buka', 'dokumen', 'apps', 'android', 'hape', 'samsung', 'a']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Tingkat responnya lumayan cepat.,"['tingkat', 'responnya', 'lumayan', 'cepat']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
ini kenapa ko gk bisa masuk pak,['masuk'],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sudah berhasil ambil foto KTP tapi balik lagi ke halaman awal dan tidak bisa login... Padahal foto KTP sudah berhasil.. Apakah ada indikasi pengambilan data pada e KTP.??,"['hasil', 'ambil', 'foto', 'ktp', 'halaman', 'login', 'foto', 'ktp', 'hasil', 'indikasi', 'ambil', 'data', 'e', 'ktp']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"Helpdesk nya ramah, mau ngebimbing sampai bisa terdaftar ulang akun saya 🥰 thnks","['helpdesk', 'nya', 'ramah', 'ngebimbing', 'daftar', 'ulang', 'akun', 'thnks']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"Sangat bagus,membantu sekali untuk pekerjaan saya.mohon untuk terus ditingkatkan lagi keamanan sistemnya. Terimakasih","['bagusmembantu', 'kerja', 'sayamohon', 'tingkat', 'aman', 'sistem', 'terimakasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Aplikasi yang sanagat bagus,"['sanagat', 'bagus']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Cepat, akurat dan terpercaya.","['cepat', 'akurat', 'percaya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Jangan ragu untuk aplikasi privyid. Semenjak ada privyid ga perlu lagi ribet untuk ttd, apalgi dengan kondisi pandemi saat ini bisa ttd hanya di HP aja, sangat""membantu sekali .","['ragu', 'semenjak', 'ribet', 'ttd', 'kondisi', 'pandemi', 'ttd', 'hp', 'sangatmembantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Terimakasih min sudah bantu sampei tuntas .. semoga tambah sukses yah privyID nya 🙏🙏,"['terimakasih', 'min', 'bantu', 'sampei', 'tuntas', 'moga', 'sukses', 'ya', 'nya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Saya udah terdaftar tapi ko gk bisa masuk sama sekali. Kenapa ?,"['daftar', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Saya kasih bintang satu dlu,karna sya daftar masihbelum bisa, mojon bantuannya cara daftarnya.","['kasih', 'bintang', 'dlukarna', 'daftar', 'masihbelum', 'mojon', 'bantu', 'daftar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gmna sih ini dari tadi kok gak bisah"" asu asu","['sih', 'bisah', 'asu', 'asu']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Susah sekali daftarnya mohon bantuannya,"['susah', 'daftar', 'mohon', 'bantu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapa eror gak bisa masuk,"['eror', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kenapa saya download gagal terus ya?,"['download', 'gagal', 'ya']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Saya kesulitan untuk login,"['sulit', 'login']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aplikasi keren, ttd digital jadi mudah, bisa pake hp","['keren', 'ttd', 'digital', 'mudah', 'pakai', 'hp']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
